date,open,high,low,close,volume
2011-09-06,5.148723677056267,5.558280835417783,5.148723677056267,5.529026985168457,24119400
2011-09-07,5.675297703160284,5.919081961569516,5.675297703160284,5.909330368041992,32666500
2011-09-08,5.88007783902187,6.465160097710104,5.850823516845703,6.094607830047607,63001600
2011-09-09,6.0360996929885475,6.543171049403689,6.0360996929885475,6.192121505737305,54169600
2011-09-12,6.14336444103938,6.543170537414961,6.123861715971831,6.523667812347412,46726700
2011-09-13,6.7089429726726895,6.777202268147765,6.591926639016923,6.6894402503967285,51199200
2011-09-14,6.777203675938068,7.16725866746279,6.757700949610916,7.0209879875183105,68478100
2011-09-15,7.167256901236262,7.2355166590508855,6.7284454345207685,6.864964485168457,60702700
2011-09-16,6.913723251838643,6.981982561755747,6.7674525713307885,6.855215072631836,68700200
2011-09-19,6.796705872988652,7.059992890393225,6.6309329446078475,6.708943843841553,57270300
2011-09-20,6.747949175475472,6.913722565939487,6.66993827760573,6.679689407348633,32775800
2011-09-21,6.7089437917900785,6.7674519657614205,6.435905181608849,6.445656776428223,48814200
2011-09-22,6.123861855959883,6.328640241359448,6.065353214438117,6.270132064819336,46336300
2011-09-23,6.240878230557898,6.601678886290078,6.143364602654829,6.4846625328063965,34163100
2011-09-26,6.513916445526426,6.523668040892652,6.211623963898305,6.416402816772461,31674900
2011-09-27,6.513916485900668,6.572424663515689,6.25062945414224,6.299386501312256,32075400
2011-09-28,6.33839096284488,6.33839096284488,5.9483360413658,5.967838764190674,34898500
2011-09-29,5.977591685046158,6.045850997595156,5.4705203140541885,5.724055767059326,50176800
2011-09-30,5.304746935683847,5.363255117531845,4.885438066615677,4.914691925048828,63504100
2011-10-03,4.836681003841078,4.904940781650814,4.212593267372399,4.222344398498535,56806200
2011-10-04,4.095575450877724,4.407619476318359,3.8712941417977804,4.407619476318359,57671800
2011-10-05,4.3881170923297415,4.856182934110846,4.251598024096559,4.826928615570068,53137900
2011-10-06,4.826929293253086,4.875686342672484,4.651404752310282,4.836680889129639,35914300
2011-10-07,4.817177486044222,4.904939976684934,4.719663865877663,4.826928615570068,29683000
2011-10-10,5.080465290739144,5.14872506806496,4.963448928164908,5.031708240509033,26958200
2011-10-11,5.031707120863734,5.158475051268524,4.992701675351735,5.070712566375732,23823400
2011-10-12,5.148723922381318,5.168226645137318,5.051209843619733,5.070712566375732,25595000
2011-10-13,4.982950652551816,5.4412648795661305,4.9731990584754096,5.38275671005249,37580700
2011-10-14,5.451016205156593,5.558280944824219,5.30474555608615,5.558280944824219,31319900
2011-10-17,5.490022265239358,5.538778843742778,5.275491831883105,5.304746150970459,29637900
2011-10-18,5.324249138914179,5.655795935067889,5.265740962824992,5.626541614532471,31427300
2011-10-19,5.597286875277246,5.704552089240657,5.373005782870792,5.392508506774902,27546700
2011-10-20,5.382757133957912,5.49977348220052,5.236486466163836,5.451016902923584,23439600
2011-10-21,5.529028121329719,5.704552653838944,5.26574109007505,5.324249267578125,39296000
2011-10-24,5.31449730260875,5.538778866598532,5.31449730260875,5.519276142120361,34548800
2011-10-25,5.470519562221847,5.499773416441904,5.343751620650586,5.3535027503967285,26533800
2011-10-26,5.392507785823537,5.47051867101031,5.080463780094893,5.333999156951904,50102800
2011-10-27,5.558280944824219,5.6167895764376565,5.353502129121914,5.558280944824219,53855400
2011-10-28,5.5387784385780865,5.753308856241322,5.509524586612296,5.733806133270264,21809600
2011-10-31,5.626541425287495,5.646044149994596,5.431514178216482,5.451016902923584,23699700
2011-11-01,5.255988047668858,5.3242478017877115,5.158474445343018,5.158474445343018,30226500
2011-11-02,5.2657400270557915,5.392507951878726,5.20723186136403,5.294993877410889,22570800
2011-11-03,5.373005682813189,5.724054706549831,5.226735023765452,5.694800853729248,32490000
2011-11-04,5.529029329450322,5.802067550791558,5.441266811528329,5.74355936050415,20811200
2011-11-07,5.665547198806104,5.763060827919994,5.548530843869436,5.70455265045166,24821000
2011-11-08,5.743556894367037,5.811816652884225,5.607037842314224,5.763059616088867,23164100
2011-11-09,5.577785458082022,5.577785458082022,5.197482020367315,5.216984748840332,36730300
2011-11-10,5.363253454515027,5.412010490094148,4.934193122356039,5.051209449768066,53084800
2011-11-11,5.1292209737750145,5.3047454708503,5.1292209737750145,5.294993877410889,19289000
2011-11-14,5.265741802513738,5.294995662732403,5.090216781274855,5.216984748840332,22943600
2011-11-15,5.177978591329606,5.568033572998436,5.129222009234541,5.324249267578125,41898700
